333,147
147,337
337,144
144,335
335,148
148,314
314,116
116,266
266,117
117,316
316,119
119,318
318,128
128,323
323,84
84,293
293,82
82,279
279,81
81,255
255,66
66,233
233,60
60,234
234,68
68,281
281,85
85,292
292,120
120,280
280,104
104,249
249,69
69,246
246,65
65,229
229,59
59,183
183,61
61,244
244,67
67,267
267,100
100,256
256,78
78,289
289,76
76,239
239,75
75,269
269,72
72,283
283,74
74,287
287,119
119,315
315,120
120,302
302,122
122,301
301,107
107,300
300,121
121,309
309,133
133,308
308,123
123,259
259,66
66,207
207,61
61,237
237,75
75,275
275,73
73,279
279,80
80,258
258,103
103,248
248,111
111,263
263,72
72,285
285,77
77,287
287,107
107,281
281,79
79,246
246,64
64,221
221,68
68,244
244,100
100,301
301,120
120,322
322,121
121,315
315,133
133,317
317,119
119,274
274,118
118,316
316,122
122,300
300,108
108,312
312,113
113,313
313,116
116,264
264,67
67,240
240,66
66,206
206,65
65,226
226,68
68,224
224,69
69,248
248,110
110,261
261,81
81,304
304,121
121,317
317,149
149,340
340,152
152,339
339,156
156,342
342,157
157,349
349,160
160,353
353,159
159,351
351,158
158,346
346,162
162,348
348,154
154,347
347,161
161,344
344,153
153,343
343,155
155,340
340,151
151,341
341,126
126,277
277,114
114,298
298,92
92,326
326,129
129,287
287,78
78,253
253,96
96,286
286,115
115,322
322,134
134,314
314,127
127,280
280,82
82,307
307,121
121,310
310,132
132,304
304,122
122,296
296,131
131,306
306,114
114,297
297,111
111,249
249,90
90,284
284,120
120,318
318,117
117,268
268,102
102,246
246,66
66,232
232,69
69,300
300,80
80,252
252,94
94,330
330,136
136,332
332,155
155,348
348,157
157,341
341,158
158,350
350,161
161,351
351,164
164,349
349,156
156,334
334,138
138,328
328,86
86,293
293,83
83,321
321,85
85,276
276,116
116,322
322,119
119,286
286,79
79,320
320,82
82,319
319,134
134,291
291,78
78,252
252,69
69,271
271,109
109,264
264,68
68,280
280,130
130,303
303,111
111,311
311,118
118,273
273,85
85,293
293,81
81,274
274,128
128,283
283,112
112,249
249,64
64,257
257,66
66,236
236,67
67,265
265,117
117,317
317,113
113,307
307,119
119,325
325,122
122,267
267,116
116,279
279,69
69,245
245,65
65,204
204,62
62,198
198,63
63,191
191,61
61,190
190,59
59,182
182,58
58,181
181,360
360,180
180,362
362,184
184,363
363,185
185,365
365,186
186,60
60,197
197,65
65,227
227,68
68,222
222,67
67,241
241,77
77,290
290,91
91,324
324,84
84,281
281,80
80,257
257,82
82,256
256,66
66,209
209,369
369,199
199,64
64,220
220,65
65,223
223,68
68,279
279,70
70,282
282,87
87,330
330,124
124,325
325,120
120,316
316,121
121,306
306,78
78,288
288,80
80,272
272,118
118,268
268,73
73,240
240,72
72,242
242,106
106,281
281,104
104,241
241,63
63,248
248,62
62,200
200,65
65,225
225,68
68,265
265,116
116,311
311,123
123,290
290,81
81,249
249,80
80,323
323,79
79,264
264,72
72,273
273,112
112,274
274,70
70,278
278,120
120,308
308,146
146,307
307,111
111,318
318,134
134,316
316,115
115,321
321,135
135,293
293,89
89,283
283,105
105,251
251,69
69,244
244,109
109,292
292,121
121,299
299,74
74,250
250,112
112,272
272,67
67,287
287,80
80,322
322,125
125,337
337,152
152,344
344,154
154,343
343,158
158,347
347,156
156,338
338,122
122,303
303,114
114,259
259,105
105,299
299,89
89,284
284,126
126,342
342,159
159,352
352,160
160,354
354,166
166,355
355,173
173,357
357,168
168,350
350,157
157,345
345,158
158,348
348,164
164,356
356,163
163,346
346,151
151,343
343,156
156,336
336,144
144,300
300,119
119,261
261,90
90,275
275,120
120,306
306,113
113,274
274,71
71,238
238,64
64,219
219,67
67,211
211,63
63,246
246,76
76,281
281,78
78,320
320,83
83,294
294,122
122,258
258,117
117,310
310,85
85,256
256,65
65,203
203,66
66,260
260,124
124,345
345,153
153,327
327,140
140,332
332,95
95,295
295,88
88,317
317,116
116,323
323,123
123,325
325,121
121,305
305,118
118,308
308,82
82,318
318,81
81,260
260,87
87,292
292,86
86,307
307,120
120,276
276,77
77,242
242,63
63,190
190,62
62,194
194,60
60,183
183,363
363,181
181,361
361,180
180,57
57,192
192,59
59,233
233,73
73,253
253,65
65,224
224,71
71,277
277,129
129,286
286,109
109,258
258,78
78,243
243,69
69,283
283,70
70,251
251,80
80,321
321,79
79,257
257,103
103,308
308,119
119,301
301,108
108,303
303,124
124,272
272,84
84,276
276,75
75,294
294,130
130,322
322,129
129,325
325,151
151,344
344,159
159,348
348,125
125,328
328,93
93,285
285,114
114,271
271,67
67,259
259,106
106,310
310,116
116,312
312,127
127,341
341,155
155,349
349,166
166,352
352,163
163,347
347,159
159,355
355,160
160,342
342,154
154,330
330,137
137,333
333,136
136,331
331,143
143,295
295,67
67,269
269,66
66,247
247,70
70,238
238,100
100,293
293,105
105,310
310,147
147,311
311,83
83,252
252,95
95,327
327,96
96,296
296,79
79,329
329,78
78,321
321,103
103,240
240,68
68,297
297,97
97,277
277,67
67,246
246,110
110,309
309,94
94,295
295,122
122,299
299,129
129,289
289,120
120,279
279,126
126,345
345,152
152,346
346,157
157,336
336,142
142,291
291,114
114,317
317,115
115,308
308,113
113,251
251,112
112,248
248,73
73,326
326,138
138,330
330,145
145,304
304,119
119,271
271,118
118,324
324,81
81,314
314,89
89,335
335,139
139,328
328,137
137,331
331,88
88,332
332,106
106,298
298,68
68,296
296,85
85,320
320,114
114,308
308,132
132,285
285,121
121,257
257,78
78,318
318,75
75,271
271,123
123,316
316,77
77,322
322,128
128,289
289,87
87,295
295,112
112,265
265,66
66,258
258,85
85,324
324,137
137,336
336,143
143,296
296,119
119,306
306,132
132,302
302,110
110,317
317,109
109,334
334,89
89,333
333,88
88,299
299,92
92,285
285,123
123,328
328,72
72,292
292,82
82,260
260,107
107,280
280,81
81,262
262,124
124,337
337,126
126,309
309,90
90,251
251,89
89,300
300,120
120,266
266,66
66,254
254,70
70,221
221,378
378,222
222,65
65,230
230,68
68,241
241,78
78,322
322,83
83,323
323,127
127,270
270,93
93,276
276,95
95,286
286,121
121,267
267,71
71,240
240,75
75,281
281,69
69,282
282,76
76,305
305,119
119,319
319,73
73,283
283,107
107,311
311,50
50,193
193,64
64,202
202,65
65,239
239,101
101,294
294,82
82,331
331,87
87,322
322,90
90,290
290,79
79,297
297,118
118,265
265,125
125,261
261,66
66,238
238,61
61,186
186,62
62,185
185,364
364,202
202,63
63,200
200,67
67,216
216,374
374,215
215,372
372,214
214,75
75,327
327,97
97,306
306,118
118,325
325,127
127,322
322,79
79,263
263,107
107,243
243,99
99,256
256,108
108,247
247,62
62,236
236,71
71,297
297,70
70,272
272,116
116,268
268,113
113,320
320,130
130,305
305,82
82,325
325,72
72,307
307,117
117,308
308,111
111,245
245,64
64,218
218,376
376,208
208,368
368,200
200,367
367,204
204,59
59,181
181,62
62,241
241,75
75,238
238,67
67,270
270,82
82,246
246,83
83,261
261,99
99,329
329,80
80,312
312,107
107,317
317,122
122,328
328,98
98,237
237,66
66,279
279,115
115,298
298,125
125,274
274,123
123,339
339,148
148,315
315,91
91,251
251,119
119,303
303,145
145,335
335,138
138,332
332,79
79,313
313,111
111,296
296,97
97,254
254,107
107,307
307,118
118,322
322,85
85,295
295,93
93,326
326,68
68,273
273,114
114,309
309,124
124,274
274,74
74,271
271,127
127,324
324,142
142,292
292,134
134,315
315,115
115,284
284,108
108,243
243,64
64,200
200,371
371,212
212,373
373,211
211,61
61,196
196,372
372,213
213,63
63,210
210,74
74,235
235,77
77,328
328,78
78,319
319,76
76,321
321,127
127,285
285,128
128,284
284,100
100,306
306,84
84,320
320,86
86,327
327,70
70,273
273,117
117,271
271,112
112,252
252,115
115,311
311,113
113,316
316,126
126,344
344,155
155,342
342,139
139,334
334,110
110,333
333,98
98,255
255,67
67,256
256,120
120,291
291,92
92,301
301,94
94,285
285,80
80,313
313,115
115,310
310,86
86,326
326,152
152,347
347,160
160,357
357,170
170,8
8,298
298,129
129,320
320,77
77,321
321,130
130,272
272,83
83,331
331,127
127,291
291,133
133,288
288,102
102,257
257,101
101,329
329,87
87,294
294,92
92,302
302,131
131,280
280,121
121,252
252,93
93,286
286,94
94,326
326,123
123,340
340,122
122,298
298,119
119,299
299,10
10,174
174,356
356,162
162,351
351,156
156,350
350,155
155,337
337,98
98,279
279,121
121,277
277,95
95,305
305,115
115,309
309,78
78,240
240,74
74,263
263,71
71,325
325,79
79,273
273,113
113,314
314,110
110,247
247,109
109,302
302,70
70,253
253,72
72,286
286,141
141,287
287,116
116,248
248,75
75,254
254,121
121,283
283,140
140,333
333,107
107,299
299,144
144,328
328,117
117,306
306,96
96,332
332,97
97,255
255,84
84,321
321,118
118,303
303,132
132,281
281,108
108,302
302,116
116,250
250,91
91,291
291,79
79,312
312,86
86,295
295,117
117,269
269,104
104,276
276,69
69,324
324,80
80,330
330,142
142,334
334,155
155,329
329,130
130,296
296,125
125,262
262,116
116,307
307,87
87,320
320,101
101,274
274,114
114,251
251,77
77,319
319,115
115,335
335,90
90,300
300,11
11,175
175,356
356,165
165,353
353,166
166,357
357,169
169,354
354,159
159,346
346,126
126,278
278,68
68,277
277,116
116,303
303,92
92,284
284,78
78,323
323,81
81,317
317,44
44,297
297,86
86,336
336,152
152,343
343,160
160,358
358,195
195,65
65,265
265,90
90,292
292,66
66,276
276,73
73,270
270,77
77,318
318,46
46,309
309,104
104,311
311,103
103,296
296,117
117,267
267,118
118,301
301,69
69,326
326,74
74,323
323,125
125,341
341,129
129,319
319,110
110,268
268,123
123,289
289,68
68,242
242,62
62,188
188,365
365,187
187,63
63,244
244,77
77,331
331,104
104,329
329,74
74,320
320,76
76,218
218,67
67,237
237,64
64,222
222,379
379,223
223,380
380,224
224,381
381,225
225,71
71,327
327,99
99,339
339,125
125,338
338,146
146,340
340,124
124,273
273,102
102,278
278,97
97,269
269,76
76,315
315,127
127,288
288,84
84,257
257,93
93,311
311,74
74,254
254,117
117,304
304,118
118,299
299,120
120,293
293,91
91,336
336,138
138,298
298,51
51,178
178,359
359,168
168,7
7,169
169,356
356,159
159,345
345,154
154,349
349,165
165,5
5,296
296,105
105,322
322,81
81,316
316,53
53,181
181,362
362,182
182,62
62,180
180,58
58,183
183,63
63,245
245,109
109,303
303,117
117,302
302,118
118,251
251,75
75,320
320,125
125,335
335,111
111,256
256,72
72,298
298,123
123,324
324,79
79,309
309,116
116,284
284,119
119,290
290,142
142,331
331,78
78,325
325,128
128,255
255,99
99,306
306,109
109,248
248,86
86,321
321,87
87,273
273,101
101,335
335,88
88,262
262,90
90,297
297,85
85,282
282,131
131,283
283,65
65,199
199,67
67,249
249,114
114,318
318,115
115,264
264,117
117,250
250,113
113,319
319,81
81,259
259,124
124,261
261,105
105,309
309,107
107,266
266,68
68,276
276,76
76,270
270,78
78,330
330,104
104,277
277,66
66,325
325,84
84,287
287,96
96,265
265,69
69,299
299,9
9,172
172,354
354,161
161,3
3,162
162,350
350,184
184,60
60,239
239,64
64,217
217,375
375,212
212,376
376,219
219,380
380,220
220,377
377,221
221,71
71,305
305,83
83,310
310,48
48,174
174,357
357,164
164,352
352,162
162,355
355,161
161,356
356,160
160,360
360,168
168,354
354,158
158,338
338,108
108,260
260,106
106,300
300,12
12,177
177,358
358,178
178,62
62,187
187,366
366,195
195,59
59,321
321,91
91,292
292,79
79,235
235,95
95,330
330,81
81,244
244,64
64,258
258,104
104,312
312,103
103,264
264,94
94,329
329,125
125,278
278,89
89,296
296,118
118,249
249,113
113,326
326,84
84,280
280,69
69,272
272,77
77,240
240,76
76,318
318,129
129,321
321,114
114,247
247,64
64,203
203,374
374,207
207,367
367,196
196,366
366,194
194,371
371,213
213,75
75,249
249,63
63,253
253,94
94,331
331,128
128,286
286,107
107,255
255,108
108,311
311,102
102,247
247,103
103,335
335,137
137,298
298,47
47,295
295,131
131,304
304,42
42,316
316,58
58,190
190,364
364,181
181,63
63,264
264,73
73,274
274,67
67,314
314,54
54,176
176,356
356,170
170,360
360,161
161,342
342,123
123,275
275,96
96,277
277,120
120,251
251,117
117,301
301,140
140,336
336,88
88,260
260,110
110,294
294,85
85,316
316,116
116,304
304,115
115,267
267,107
107,310
310,104
104,298
298,25
25,280
280,66
66,234
234,93
93,253
253,69
69,269
269,82
82,317
317,134
134,313
313,114
114,307
307,123
123,327
327,83
83,312
312,99
99,308
308,76
76,241
241,60
60,182
182,63
63,276
276,61
61,322
322,131
131,305
305,78
78,278
278,66
66,231
231,65
65,284
284,77
77,327
327,152
152,342
342,162
162,354
354,165
165,389
389,233
233,64
64,286
286,126
126,254
254,63
63,238
238,60
60,193
193,62
62,245
245,110
110,249
249,89
89,290
290,103
103,314
314,55
55,317
317,138
138,275
275,124
124,341
341,123
123,259
259,104
104,315
315,80
80,332
332,141
141,288
288,126
126,268
268,82
82,330
330,75
75,242
242,64
64,235
235,392
392,236
236,97
97,328
328,130
130,312
312,114
114,319
319,56
56,179
179,62
62,237
237,72
72,316
316,87
87,348
348,129
129,331
331,103
103,299
299,49
49,297
297,121
121,296
296,84
84,275
275,112
112,320
320,57
57,318
318,73
73,309
309,111
111,246
246,113
113,256
256,86
86,347
347,157
157,330
330,67
67,217
217,374
374,212
212,63
63,189
189,55
55,184
184,62
62,244
244,76
76,327
327,98
98,254
254,114
114,268
268,91
91,285
285,78
78,312
312,106
106,252
252,116
116,280
280,108
108,290
290,104
104,335
335,102
102,295
295,66
66,241
241,105
105,250
250,115
115,296
296,112
112,319
319,79
79,254
254,73
73,317
317,43
43,198
198,369
369,210
210,370
370,193
193,40
40,315
315,84
84,294
294,103
103,291
291,37
37,313
313,87
87,277
277,127
127,308
308,81
81,329
329,95
95,287
287,126
126,263
263,115
115,301
301,28
28,152
152,398
398,246
246,62
62,183
183,350
350,133
133,307
307,84
84,334
334,74
74,312
312,128
128,317
317,44
44,294
294,73
73,287
287,124
124,293
293,126
126,351
351,131
131,321
321,125
125,269
269,116
116,270
270,123
123,295
295,136
136,314
314,75
75,315
315,52
52,313
313,90
90,294
294,78
78,327
327,130
130,271
271,65
65,282
282,73
73,328
328,80
80,239
239,387
387,230
230,382
382,225
225,61
61,184
184,59
59,188
188,361
361,186
186,56
56,302
302,40
40,295
295,107
107,315
315,106
106,262
262,65
65,261
261,116
116,296
296,98
98,277
277,117
117,252
252,119
119,255
255,96
96,310
310,39
39,292
292,143
143,297
297,7
7,170
170,359
359,160
160,346
346,125
125,279
279,89
89,328
328,84
84,262
262,140
140,284
284,87
87,298
298,120
120,250
250,80
80,240
240,62
62,249
249,116
116,319
319,74
74,318
318,72
72,265
265,93
93,303
303,15
15,307
307,112
112,306
306,98
98,332
332,124
124,323
323,88
88,326
326,143
143,290
290,127
127,340
340,101
101,342
342,151
151,335
335,76
76,242
242,80
80,304
304,16
16,302
302,106
106,311
311,87
87,274
274,102
102,279
279,130
130,256
256,96
96,328
328,71
71,332
332,139
139,278
278,134
134,259
259,135
135,319
319,67
67,254
254,69
69,273
273,74
74,313
313,75
75,280
280,106
106,263
263,102
102,294
294,100
100,300
300,51
51,321
321,71
71,286
286,132
132,339
339,92
92,271
271,115
115,299
299,117
117,282
282,72
72,238
238,76
76,251
251,121
121,264
264,125
125,305
305,96
96,303
303,41
41,195
195,371
371,216
216,378
378,214
214,67
67,273
273,71
71,317
317,79
79,245
245,66
66,329
329,73
73,265
265,115
115,320
320,120
120,252
252,118
118,298
298,121
121,276
276,105
105,330
330,125
125,280
280,74
74,304
304,10
10,299
299,99
99,267
267,90
90,338
338,107
107,289
289,382
382,226
226,77
77,250
250,333
333,156
156,345
345,128
128,314
314,102
102,308
308,78
78,324
324,70
70,208
208,66
66,297
297,45
45,318
318,97
97,303
303,94
94,300
300,146
146,339
339,121
121,253
253,116
116,257
257,115
115,285
285,81
81,302
302,127
127,330
330,103
103,275
275,125
125,281
281,83
83,325
325,87
87,315
315,124
124,331
331,68
68,202
202,362
362,179
179,61
61,185
185,366
366,191
191,62
62,243
243,65
65,279
279,64
64,273
273,111
111,247
247,79
79,302
302,96
96,254
254,102
102,300
300,109
109,304
304,114
114,296
296,107
107,246
246,61
61,324
324,86
86,319
319,72
72,322
322,150
150,343
343,113
113,297
297,6
6,302
302,124
124,253
253,120
120,282
282,108
108,289
289,82
82,287
287,81
81,333
333,74
74,317
317,80
80,331
331,79
79,252
252,92
92,314
314,109
109,308
308,88
88,278
278,87
87,319
319,150
150,335
335,84
84,332
332,86
86,329
329,154
154,399
399,156
156,352
352,165
165,344
344,138
138,388
388,230
230,386
386,235
235,384
384,234
234,79
79,314
314,124
124,290
290,98
98,242
242,105
105,300
300,116
116,271
271,107
107,304
304,113
113,252
252,76
76,334
334,101
101,256
256,341
341,154
154,327
327,126
126,262
262,91
91,337
337,137
137,299
299,106
106,306
306,133
133,352
352,157
157,338
338,144
144,301
301,14
14,180
180,283
283,63
63,215
215,373
373,216
216,375
375,218
218,380
380,288
288,122
122,256
256,116
116,285
285,69
69,270
270,114
114,257
257,88
88,328
328,132
132,327
327,93
93,280
280,126
126,281
281,118
118,255
255,94
94,315
315,105
105,262
262,74
74,277
277,85
85,346
346,130
130,319
319,48
48,296
296,78
78,317
317,75
75,226
226,383
383,231
231,64
64,324
324,117
117,297
297,103
103,300
300,11
11,305
305,43
43,294
294,135
135,274
274,111
111,265
265,109
109,341
341,101
101,337
337,80
80,310
310,128
128,347
347,124
124,268
268,68
68,290
290,141
141,4
4,163
163,353
353,158
158,336
336,90
90,296
296,66
66,253
253,85
85,278
278,86
86,298
298,8
8,303
303,127
127,332
332,249
249,105
105,311
311,41
41,316
316,70
70,317
317,77
77,305
305,145
145,340
340,132
132,301
301,99
99,269
269,115
115,300
300,118
118,292
292,52
52,185
185,59
59,319
319,75
75,265
265,74
74,322
322,89
89,268
268,87
87,247
247,76
76,317
317,97
97,266
266,83
83,309
309,38
38,294
294,106
106,303
303,115
115,312
312,100
100,299
299,124
124,279
279,71
71,285
285,184
184,63
63,180
180,61
61,318
318,70
70,271
271,129
129,310
310,110
110,244
244,108
108,261
261,139
139,319
319,89
89,326
326,120
120,297
297,91
91,284
284,182
182,358
358,162
162,357
357,161
161,333
333,72
72,270
270,106
106,253
253,119
119,250
250,111
111,305
305,99
99,336
336,81
81,271
271,78
78,311
311,79
79,335
335,149
149,345
345,84
84,330
330,96
96,293
293,110
110,281
281,70
70,326
326,122
122,253
253,83
83,279
279,139
139,306
306,111
111,264
264,114
114,263
263,116
116,251
251,92
92,275
275,137
137,381
381,229
229,384
384,233
233,91
91,339
339,155
155,336
336,97
97,267
267,95
95,265
265,128
128,313
313,106
106,309
309,23
23,297
297,119
119,266
266,111
111,281
281,105
105,316
316,80
80,314
314,27
27,300
300,147
147,395
395,238
238,65
65,254
254,103
103,274
274,64
64,204
204,368
368,197
197,369
369,193
193,366
366,199
199,44
44,210
210,371
371,214
214,63
63,217
217,62
62,325
325,80
80,292
292,40
40,306
306,13
13,301
301,54
54,316
316,71
71,280
280,118
118,275
275,61
61,241
241,70
70,320
320,49
49,311
311,99
99,309
309,100
100,295
295,128
128,352
352,183
183,364
364,196
196,69
69,331
331,84
84,316
316,93
93,329
329,118
118,284
284,31
31,291
291,123
123,273
273,104
104,286
286,67
67,288
288,381
381,232
232,50
50,235
235,62
62,279
279,87
87,293
293,119
119,256
256,93
93,302
302,13
13,169
169,359
359,185
185,351
351,165
165,358
358,170
170,361
361,182
182,360
360,178
178,60
60,205
205,369
369,188
188,57
57,179
179,63
63,321
321,73
73,250
250,114
114,284
284,181
181,61
61,198
198,65
65,263
263,92
92,328
328,131
131,268
268,122
122,252
252,121
121,255
255,340
340,150
150,323
323,63
63,218
218,377
377,136
136,296
296,6
6,168
168,356
356,192
192,364
364,180
180,283
283,85
85,332
332,99
99,310
310,24
24,306
306,77
77,308
308,98
98,298
298,66
66,243
243,61
61,199
199,56
56,257
257,342
342,104
104,293
293,116
116,299
299,90
90,351
351,155
155,330
330,87
87,326
326,128
128,255
255,122
122,280
280,124
124,278
278,101
101,262
262,108
108,297
297,125
125,286
286,186
186,64
64,311
311,71
71,306
306,81
81,313
313,53
53,301
301,113
113,296
296,102
102,344
344,109
109,267
267,69
69,277
277,138
138,385
385,237
237,394
394,242
242,106
106,308
308,79
79,316
316,67
67,263
263,108
108,305
305,116
116,301
301,111
111,340
340,113
113,253
253,82
82,304
304,20
20,307
307,26
26,145
145,394
394,139
139,350
350,129
129,312
312,35
35,290
290,133
133,324
324,97
97,316
316,76
76,314
314,105
105,265
265,119
119,280
280,70
70,315
315,29
29,302
302,94
94,287
287,379
379,214
214,376
376,211
211,370
370,226
226,367
367,189
189,355
355,191
191,362
362,172
172,356
356,158
158,352
352,126
126,322
322,88
88,313
313,46
46,298
298,117
117,300
300,112
112,314
314,39
39,315
315,128
128,343
343,138
138,261
261,89
89,266
266,127
127,309
309,102
102,240
240,60
60,177
177,55
55,301
301,79
79,334
334,75
75,293
293,121
121,291
291,99
99,296
296,108
108,304
304,83
83,344
344,110
110,308
308,72
72,310
310,127
127,349
349,129
129,292
292,116
116,248
248,331
331,85
85,260
260,137
137,290
290,384
384,236
236,51
51,184
184,58
58,267
267,119
119,258
258,134
134,324
324,77
77,273
273,86
86,282
282,124
124,277
277,123
123,272
272,125
125,276
276,72
72,312
312,102
102,245
245,111
111,316
316,107
107,342
342,93
93,255
255,95
95,238
238,99
99,334
334,251
251,115
115,302
302,112
112,270
270,85
85,328
328,65
65,272
272,109
109,312
312,71
71,330
330,79
79,333
333,73
73,332
332,70
70,308
308,92
92,233
233,381
381,220
220,67
67,275
275,128
128,299
299,80
80,289
289,383
383,229
229,78
78,249
249,117
117,260
260,58
58,174
174,347
347,113
113,264
264,104
104,265
265,64
64,181
181,357
357,159
159,2
2,160
160,344
344,150
150,334
334,144
144,293
293,142
142,294
294,143
143,337
337,90
90,301
301,114
114,339
339,111
111,304
304,9
9,299
299,93
93,275
275,74
74,209
209,368
368,188
188,61
61,194
194,365
365,180
180,59
59,322
322,76
76,250
250,118
118,276
276,139
139,282
282,178
178,57
57,236
236,96
96,300
300,91
91,254
254,122
122,259
259,86
86,323
323,90
90,329
329,156
156,272
272,361
361,184
184,285
285,89
89,308
308,21
21,148
148,338
338,137
137,318
318,71
71,326
326,82
82,286
286,101
101,336
336,141
141,328
328,100
100,279
279,123
123,258
258,133
133,314
314,98
98,297
297,116
116,298
298,207
207,73
73,311
311,226
226,69
69,305
305,17
17,308
308,105
105,260
260,104
104,291
291,38
38,320
320,88
88,289
289,65
65,324
324,82
82,252
252,70
70,284
284,131
131,273
273,103
103,309
309,108
108,314
314,95
95,306
306,19
19,147
147,313
313,151
151,321
321,75
75,316
316,86
86,322
322,67
67,323
323,119
119,279
279,105
105,258
258,343
343,107
107,270
270,71
71,223
223,64
64,257
257,132
132,277
277,73
73,314
314,38
38,190
190,288
288,380
380,228
228,60
60,237
237,76
76,248
248,77
77,301
301,212
212,370
370,215
215,303
303,30
30,316
316,138
138,386
386,273
273,84
84,258
258,113
113,294
294,121
121,327
327,79
79,310
310,20
20,295
295,120
120,274
274,68
68,323
323,118
118,277
277,65
65,312
312,49
49,296
296,41
41,315
315,231
231,63
63,188
188,55
55,201
201,71
71,243
243,76
76,278
278,81
81,337
337,89
89,350
350,145
145,299
299,53
53,275
275,82
82,333
333,99
99,300
300,72
72,288
288,94
94,266
266,114
114,255
255,129
129,302
302,113
113,265
265,127
127,274
274,84
84,247
247,115
115,297
297,46
46,318
318,122
122,257
257,342
342,117
117,285
285,104
104,282
282,105
105,307
307,42
42,293
293,66
66,313
313,25
25,311
311,72
72,321
321,150
150,325
325,126
126,254
254,95
95,334
334,81
81,332
332,142
142,288
288,131
131,324
324,130
130,276
276,83
83,257
257,112
112,316
316,109
109,305
305,22
22,309
309,47
47,319
319,92
92,353
353,170
170,55
55,318
318,34
34,293
293,101
101,311
311,100
100,287
287,67
67,235
235,59
59,274
274,136
136,276
276,126
126,320
320,140
140,343
343,94
94,272
272,64
64,250
250,333
333,86
86,331
331,134
134,323
323,107
107,303
303,18
18,294
294,40
40,179
179,283
283,119
119,281
281,177
177,62
62,213
213,369
369,200
200,373
373,203
203,59
59,264
264,95
95,299
299,114
114,302
302,125
125,306
306,110
110,300
300,69
69,320
320,124
124,322
322,82
82,288
288,98
98,256
256,97
97,270
270,84
84,323
323,100
100,326
326,126
126,343
343,162
162,345
345,168
168,31
31,310
310,63
63,240
240,103
103,260
260,115
115,249
249,118
118,253
253,125
125,349
349,262
262,140
140,346
346,156
156,332
332,82
82,245
245,71
71,331
331,95
95,303
303,81
81,312
312,70
70,276
276,138
138,286
286,377
377,163
163,275
275,122
122,274
274,89
89,341
341,79
79,336
336,80
80,291
291,130
130,326
326,131
131,314
314,230
230,78
78,293
293,117
117,257
257,120
120,296
296,123
123,305
305,12
12,301
301,95
95,304
304,10
10,298
298,101
101,297
297,124
124,269
269,74
74,332
332,152
152,317
317,72
72,330
330,88
88,283
283,109
109,284
284,399
399,251
251,119
119,276
276,102
102,336
336,154
154,31
31,303
303,113
113,263
263,124
124,313
313,91
91,327
327,122
122,282
282,177
177,45
45,307
307,110
110,304
304,94
94,291
291,72
72,309
309,81
81,301
301,93
93,314
314,74
74,300
300,71
71,292
292,105
105,337
337,156
156,331
331,122
122,278
278,128
128,336
336,104
104,257
257,73
73,316
316,95
95,296
296,127
127,264
264,91
91,301
301,101
101,284
284,69
69,304
304,93
93,309
